,Phone_Name,Reviews,RAM,ROM,Display_Size,Processor,Battery,Rear_Camera,Front_Camera,Current_Price,Original_Price
536,"Nothing Phone (3a) (Black, 128 GB)","2,345 Ratings & 180 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
537,"Nothing Phone (3a) Pro (Black, 256 GB)","3,029 Ratings & 139 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
538,ZINGTEL Impossible Screen Guard for HTC 816G DUAL SIM (Impossible UV AntiBlue Light),"26,059 Ratings & 2,334 Reviews","Anti-Blue Light Guard, Anti Glare, Scratch Resistant, Air-bubble Proof, Anti Reflection, UV ProtectionMobileImpossible Screen GuardRemovable",N/A,N/A,N/A,N/A,N/A,N/A,₹229,₹799
539,"OPPO A3x 5G (Starlight White, 64 GB)","2,345 Ratings & 180 Reviews",4 GB RAM , 64 GB ROM ,6.67 inch,Dimensity 6300 Processor,5100 mAh Battery,8MP Rear Camera , 5MP Front Camera,"₹11,499","₹14,999"
540,"Nothing Phone (3a) (White, 128 GB)",155 Ratings & 15 Reviews,8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
541,"Nothing Phone (3a) Pro (Grey, 256 GB)","4,121 Ratings & 238 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
542,"LAVA Blaze 2pro (Thunder Black, 128 GB)","16,575 Ratings & 1,850 Reviews",8 GB RAM , 128 GB ROM ,6.5 inch,N/A,5000 mAh Battery,50MP Rear Camera,N/A,"₹7,959","₹11,999"
543,"Samsung Galaxy F15 5G (Ash Black, 128 GB)","2,086 Ratings & 116 Reviews",8 GB RAM , 128 GB ROM ,6.5 inch,MediaTek Dimensity 6100+ Processor,6000 mAh Lithium ion Battery,N/A,N/A,"₹14,999","₹17,999"
544,Snooky HTC Desire 816 Mobile Skin,"1,490 Ratings & 59 Reviews",HTC Desire 816PatternsVintage EmbossVinylRemovable,N/A,N/A,N/A,N/A,N/A,N/A,₹210,₹499
545,"POCO X6 Pro 5G (Spectre Black, 512 GB)","8,010 Ratings & 1,587 Reviews",12 GB RAM , 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP ,6.67 inch,Dimensity D8300 Ultra Processor,5000 mAh Battery,N/A,N/A,"₹28,999","₹32,999"
546,Ambrane 27000 mAh Power Bank,30 Ratings & 3 Reviews,"Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
547,Zapcase Back Cover for Motorola G45 5G,"10,057 Ratings & 515 Reviews",Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover,N/A,N/A,N/A,N/A,N/A,N/A,₹281,₹899
548,"LYF WIND 3 (Black, 16 GB)","5,560 Ratings & 369 Reviews",2 GB RAM , 16 GB ROM ,5.5 inch,Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor,2920 mAh Li-Ion Polymer Battery,8MP Rear Camera , 2MP Front Camera,"₹6,999","₹8,499"
549,"Elephone U3 4G (Black, 256 GB)",N/A,8 GB RAM , 256 GB ROM ,6.53 inch,Mediatek P70 Processor,3800 mAh Battery,N/A,N/A,"₹10,295","₹24,999"
550,Callmate 10000 mAh 15 W Power Bank,N/A,Capacity: 10000 mAhLithium Polymer Battery ," Micro, Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Month",N/A,N/A,Capacity: 10000 mAh,N/A,N/A,₹529,"₹1,999"
551,EVEREADY Carbon Zinc AA  Battery,N/A,Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,₹180
552,"Google Pixel 9 (Porcelain, 256 GB)","3,003 Ratings & 302 Reviews",12 GB RAM , 256 GB ROM16.0 cm (6.3 inch) Display50MP + 48MP ,6.3 inch,Google Tensor G4 Processor,4700 mAh Battery,N/A,N/A,"₹74,999","₹79,999"
553,"itel A70 (Azure Blue, 128 GB)",421 Ratings & 18 Reviews,12 GB RAM , 128 GB ROM16.76 cm (6.6 inch) Display13MP Rear Camera5000 mAh BatteryDomestic Warranty 1 Year For Handset And 6 Month For Accessories.,6.6 inch,N/A,5000 mAh Battery,13MP Rear Camera,N/A,"₹9,999","₹2,999"
554,Snexian ROCK X,"2,169 Ratings & 104 Reviews",32 MB RAM , 32 MB ROM ,1.8 inch,N/A,3000 mAh Battery,0.3MP Rear Camera,N/A,"₹1,803","₹25,999"
555,"Samsung Galaxy F34 5G (Orchid Violet, 128 GB)","16,135 Ratings & 1,178 Reviews",8 GB RAM , 128 GB ROM ,6.5 inch,Exynos 1280 Processor,6000 mAh Battery,N/A,N/A,"₹14,999","₹32,999"
556,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹27,999"
557,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999",₹999
558,Zinger Tempered Glass Guard for HTC DESIRE 816,"5,560 Ratings & 369 Reviews","Anti Glare, Anti Fingerprint, Anti Reflection, Scratch Resistant, Anti BacterialMobileTempered Glass",N/A,N/A,N/A,N/A,N/A,N/A,₹483,₹499
559,Snooky HTC Desire 816 Mobile Skin,"7,769 Ratings & 506 Reviews",HTC Desire 816Patternsantique WoodVinylRemovable,N/A,N/A,N/A,N/A,N/A,N/A,₹300,₹180
560,EVEREADY Carbon Zinc AA  Battery,"17,284 Ratings & 1,247 Reviews",Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,"₹1,399"
561,MTR Ferrari,"7,570 Ratings & 742 Reviews",64 MB RAM , 64 MB ROM4.5 cm (1.77 inch) Display0.3MP Rear Camera800 mAh Battery12 Months,1.77 inch,N/A,800 mAh Battery,0.3MP Rear Camera,N/A,"₹1,379",₹799
562,ZINGTEL Back Screen Guard for Xolo Q800-X-Edition,"5,044 Ratings & 531 Reviews","Air-bubble Proof, Anti Fingerprint, Scratch ResistantMobileBack Screen GuardRemovable",N/A,N/A,N/A,N/A,N/A,N/A,₹149,"₹14,999"
563,"Infinix Hot 50 5G (Sage Green, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM ,6.7 inch,Dimensity 6300 Processor,5000 mAh Lithium-ion Polymer Battery,N/A,N/A,"₹10,499","₹37,999"
564,"POCO F6 5G (Black, 512 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 512 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP ,6.67 inch,8s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹27,999"
565,"LAVA Z61 Pro (Lavender Blue, 16 GB)","1,170 Ratings & 59 Reviews",2 GB RAM , 16 GB ROM ,5.45 inch,Unisoc Octa Core Processor,3100 mAh Lithium Polymer Battery,8MP Rear Camera , 5MP Front Camera,"₹6,499","₹36,999"
566,"Nothing Phone (3a) (Black, 128 GB)","5,610 Ratings & 353 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹21,999"
567,"Nothing Phone (3a) Pro (Black, 256 GB)","26,059 Ratings & 2,334 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹24,499"
568,"realme 13 5G (Speed Green, 128 GB)","2,086 Ratings & 116 Reviews",8 GB RAM , 128 GB ROM ,6.72 inch,Dimensity 6300 Processor,5000 mAh Battery,N/A,N/A,"₹17,999","₹27,999"
569,"Samsung Galaxy M34 5G without charger (Prism Silver, 128 GB)","1,636 Ratings & 165 Reviews",6 GB RAM , 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories,6.5 inch,N/A,6000 mAh Battery,50MP Rear Camera,N/A,"₹14,095","₹4,999"
570,"Nothing Phone (3a) (White, 128 GB)","4,121 Ratings & 238 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999",₹499
571,Ambrane 27000 mAh Power Bank,"19,106 Ratings & 793 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹17,999"
572,Snooky HTC Desire 816 Mobile Skin,N/A,HTC Desire 816PatternsPinkVinylRemovable,N/A,N/A,N/A,N/A,N/A,N/A,₹300,"₹79,900"
573,"Honor 90 5G (Diamond Silver, 512 GB)",N/A,12 GB RAM , 512 GB ROM17.02 cm (6.7 inch) Display200MP Rear Camera5000 mAh Battery1 year manufacturer warranty for handset & 6 months for accessories,6.7 inch,N/A,5000 mAh Battery,200MP Rear Camera,N/A,"₹14,999",N/A
574,"Samsung Galaxy F15 5G (Jazzy Green, 128 GB)",N/A,8 GB RAM , 128 GB ROM ,6.5 inch,MediaTek Dimensity 6100+ Processor,6000 mAh Lithium ion Battery,N/A,N/A,"₹74,900",N/A
575,"Apple iPhone 16 (Black, 128 GB)",N/A,128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP ," 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",6.1 inch,"A18 Chip, 6 Core Processor Processor",N/A,N/A,N/A,N/A,N/A
576,"Nothing Phone (3a) (White, 256 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹26,999","₹29,999"
577,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
578,"Motorola e13 (Aurora Green, 64 GB)","11,939 Ratings & 914 Reviews",2 GB RAM , 64 GB ROM ,6.5 inch,Unisoc T606 Processor,5000 mAh Battery,13MP Rear Camera , 5MP Front Camera,"₹5,999","₹9,999"
579,"Motorola Edge 40 Neo (Caneel Bay, 256 GB)","52,199 Ratings & 6,103 Reviews",12 GB RAM , 256 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 13MP ,6.55 inch,Dimensity 7030 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹29,999"
580,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
581,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
582,"POCO X5 5G (Supernova Green, 256 GB)","25,445 Ratings & 1,828 Reviews",8 GB RAM , 256 GB ROM ,6.67 inch,Qualcomm Snapdragon 695 Processor,5000 mAh Battery,N/A,N/A,"₹14,499","₹23,999"
583,"REDMI 12 5G (Moonstone Silver, 256 GB)","40,243 Ratings & 2,269 Reviews",8 GB RAM , 256 GB ROM ,6.79 inch,Snapdragon 4 Gen 2 Processor,5000 mAh Battery,N/A,N/A,"₹14,499","₹19,999"
584,"realme 12 5G (Green, 128 GB)","8,074 Ratings & 513 Reviews",6 GB RAM , 128 GB ROM ,6.72 inch,Dimensity 6100+ Processor,5000 mAh Battery,N/A,N/A,"₹16,999","₹19,999"
585,"REDMI 12 (Jade Black, 128 GB)","74,947 Ratings & 4,405 Reviews",6 GB RAM , 128 GB ROM ,6.79 inch,Helio G88 Processor,5000 mAh Battery,N/A,N/A,"₹9,999","₹15,999"
586,"Nothing Phone (3a) Pro (Black, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
587,Zapcase Back Cover for Motorola G45 5G,"1,490 Ratings & 59 Reviews",Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover,N/A,N/A,N/A,N/A,N/A,N/A,₹281,₹899
588,"POCO M6 Pro 5G (Power Black, 256 GB)","25,934 Ratings & 1,887 Reviews",8 GB RAM , 256 GB ROM ,6.79 inch,Snapdragon 4 Gen 2 Processor,5000 mAh Battery,N/A,N/A,"₹14,999","₹17,999"
589,"REDMI 12C (Lavender Purple, 64 GB)","28,179 Ratings & 1,453 Reviews",4 GB RAM , 64 GB ROM ,6.71 inch,Helio G85 Processor,5000 mAh Battery,50MP Rear Camera , 5MP Front Camera,"₹8,098","₹13,999"
590,Ambrane 27000 mAh Power Bank,"2,086 Ratings & 116 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
591,"Nothing Phone (3a) (White, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
592,"POCO X5 5G (Green, 128 GB)","40,586 Ratings & 3,058 Reviews",6 GB RAM , 128 GB ROM ,6.67 inch,Qualcomm Snapdragon 695 Processor,5000 mAh Battery,N/A,N/A,"₹13,499","₹20,999"
593,"Motorola g54 5G (Mint Green, 128 GB)","1,02,718 Ratings & 9,051 Reviews",8 GB RAM , 128 GB ROM ,6.5 inch,Dimensity 7020 Processor,6000 mAh Battery,N/A,N/A,"₹14,999","₹17,999"
594,"itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support (Crystal Blue, 32 GB)","2,212 Ratings & 76 Reviews",2 GB RAM , 32 GB ROM ,6.67 inch,Unisoc SC9863A1 Processor,4000 mAh Battery,N/A,N/A,"₹6,073","₹6,799"
595,"vivo T2 Pro 5G (New Moon Black, 128 GB)","1,24,688 Ratings & 9,197 Reviews",8 GB RAM , 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP ,6.78 inch,Dimensity 7200 Processor,4600 mAh Battery,N/A,N/A,"₹24,999","₹26,999"
596,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
597,EVEREADY Carbon Zinc AA  Battery,"5,560 Ratings & 369 Reviews",Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,₹180
598,"Motorola Edge 50 Pro 5G with 125W Charger (Vanilla Cream, 256 GB)","64,505 Ratings & 4,356 Reviews",12 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP ,6.7 inch,7 Gen 3 Mobile Platform Processor,4500 mAh Battery,N/A,N/A,"₹27,999","₹41,999"
599,"realme 12 Pro 5G (Submarine Blue, 256 GB)","33,733 Ratings & 2,866 Reviews",8 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP ,6.7 inch,Snapdragon 6 Gen 1 Processor,5000 mAh Battery,N/A,N/A,"₹20,999","₹31,999"
600,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
601,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
602,"REDMI A5 (Pondicherry Blue, 128 GB)","1,284 Ratings & 78 Reviews",4 GB RAM , 128 GB ROM ,6.88 inch,T7250 Processor,5200 mAh Battery,32MP Rear Camera , 8MP Front Camera,"₹7,499","₹9,999"
603,"IQOO Neo 10R 5G (Raging Blue, 256 GB)",270 Ratings & 25 Reviews,12 GB RAM , 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6400 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,6.78 inch,N/A,6400 mAh Battery,50MP Rear Camera,N/A,"₹29,899","₹35,999"
604,"CMF by Nothing Phone 2 Pro (White, 128 GB)","11,252 Ratings & 1,035 Reviews",8 GB RAM , 128 GB ROM ,6.77 inch,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,N/A,N/A,"₹18,999","₹22,999"
605,"CMF by Nothing Phone 2 Pro (Orange, 256 GB)","11,252 Ratings & 1,035 Reviews",8 GB RAM , 256 GB ROM ,6.77 inch,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,N/A,N/A,"₹20,999","₹24,999"
606,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
607,"Nothing Phone (3a) Pro (Black, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
608,"Samsung Galaxy S24 FE 5G (Graphite, 128 GB)","10,180 Ratings & 868 Reviews",8 GB RAM , 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP ,6.7 inch,Exynos 2400e Processor,4700 mAh Battery,N/A,N/A,"₹35,999","₹59,999"
609,"Samsung Galaxy S24 FE 5G (Mint, 128 GB)","10,180 Ratings & 868 Reviews",8 GB RAM , 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP ,6.7 inch,Exynos 2400e Processor,4700 mAh Battery,N/A,N/A,"₹35,999","₹59,999"
610,"Nothing Phone (3a) (White, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
611,Ambrane 27000 mAh Power Bank,"2,086 Ratings & 116 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
612,"realme 14T 5G (Surf Green, 128 GB)",693 Ratings & 76 Reviews,8 GB RAM , 128 GB ROM ,6.67 inch,Dimensity 6300 Processor,6000 mAh Battery,N/A,N/A,"₹17,999","₹20,999"
613,"realme 14T 5G (Surf Green, 256 GB)",693 Ratings & 76 Reviews,8 GB RAM , 256 GB ROM ,6.67 inch,Dimensity 6300 Processor,6000 mAh Battery,N/A,N/A,"₹19,999","₹22,999"
614,"realme 14T 5G (Obsidian Black, 256 GB)",693 Ratings & 76 Reviews,8 GB RAM , 256 GB ROM ,6.67 inch,Dimensity 6300 Processor,6000 mAh Battery,N/A,N/A,"₹19,999","₹22,999"
615,"realme 14T 5G (Lightning Purple, 128 GB)",693 Ratings & 76 Reviews,8 GB RAM , 128 GB ROM ,6.67 inch,Dimensity 6300 Processor,6000 mAh Battery,N/A,N/A,"₹17,999","₹20,999"
616,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
617,Zapcase Back Cover for Motorola G45 5G,"1,490 Ratings & 59 Reviews",Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover,N/A,N/A,N/A,N/A,N/A,N/A,₹281,₹899
618,"REDMI 13 5G (Black Diamond, 128 GB)","9,668 Ratings & 566 Reviews",8 GB RAM , 128 GB ROM17.25 cm (6.79 inch) Display108MP Rear Camera5030 mAh BatteryBrand Warranty,6.79 inch,N/A,5030 mAh Battery,108MP Rear Camera,N/A,"₹14,430","₹19,999"
619,"Samsung Galaxy F16 5G (Glam Green, 128 GB)","2,097 Ratings & 138 Reviews",4 GB RAM , 128 GB ROM16.91 cm (6.657 inch) Full HD+ Display50MP + 5MP + 2MP ,6.657 inch,Dimensity 6300 Processor,5000 mAh Battery,N/A,N/A,"₹10,749","₹15,999"
620,EVEREADY Carbon Zinc AA  Battery,"5,560 Ratings & 369 Reviews",Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,₹180
621,"realme 14 Pro 5G (Suede Grey, 256 GB)","8,784 Ratings & 748 Reviews",8 GB RAM , 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP + 2MP ,6.77 inch,Dimensity 7300 Energy Processor,6000 mAh Battery,N/A,N/A,"₹26,999","₹29,999"
622,"realme 14 Pro 5G (Suede Grey, 128 GB)","8,784 Ratings & 748 Reviews",8 GB RAM , 128 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP + 2MP ,6.77 inch,Dimensity 7300 Energy Processor,6000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
623,"vivo Y19e (Majestic Green, 64 GB)","1,184 Ratings & 45 Reviews",4 GB RAM , 64 GB ROM ,6.74 inch,T7225 Processor,5500 mAh Battery,N/A,N/A,"₹7,999","₹11,999"
624,"CMF by Nothing Phone 2 Pro (Orange, 128 GB)","11,252 Ratings & 1,035 Reviews",8 GB RAM , 128 GB ROM ,6.77 inch,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,N/A,N/A,"₹18,999","₹22,999"
625,"Samsung Galaxy S24 FE 5G (Graphite, 256 GB)","10,180 Ratings & 868 Reviews",8 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP ,6.7 inch,Exynos 2400e Processor,4700 mAh Battery,N/A,N/A,"₹41,999","₹65,999"
626,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
627,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
628,"Google Pixel 9A (Obsidian, 256 GB)","1,371 Ratings & 153 Reviews",8 GB RAM , 256 GB ROM15.96 cm (6.285 inch) Full HD+ Display48MP + 12MP ,6.285 inch,Tensor G4 Processor,5100 mAh Battery,N/A,N/A,"₹49,999","₹44,999"
