,Phone_Name,Reviews,RAM,ROM,Display_Size,Processor,Battery,Rear_Camera,Front_Camera,Current_Price,Original_Price
98,"realme P3 5G (Comet Grey, 128 GB)","10,749 Ratings & 816 Reviews",8 GB RAM , 128 GB ROM ,6.67 inch,6 Gen 4 Processor,6000 mAh Battery,N/A,N/A,"₹16,999","₹20,999"
99,"Samsung Galaxy M35 5G (DayBreak Blue, 256 GB)","2,971 Ratings & 214 Reviews",8 GB RAM , 256 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 YEAR,6.6 inch,N/A,6000 mAh Battery,50MP Rear Camera,N/A,"₹20,999","₹27,779"
100,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
101,"Nothing Phone (3a) Pro (Black, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
102,"Motorola G85 5G (Viva Magenta, 128 GB)","2,06,681 Ratings & 10,737 Reviews",8 GB RAM , 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP ,6.67 inch,6s Gen 3 Processor,5000 mAh Battery,N/A,N/A,"₹16,999","₹20,999"
103,"realme P3x 5G (Midnight Blue, 128 GB)","5,988 Ratings & 271 Reviews",8 GB RAM , 128 GB ROM17.07 cm (6.72 inch) Full HD Display50MP Rear Camera ,6.72 inch,Dimensity 6400 Processor,6000 mAh Battery,50MP Rear Camera , 8MP Front Camera,"₹13,999","₹17,999"
104,"Motorola g45 5G (Brilliant Green, 128 GB)","1,80,938 Ratings & 9,534 Reviews",8 GB RAM , 128 GB ROM ,6.5 inch,Snapdragon 6s Gen 3 Processor,5000 mAh Battery,N/A,N/A,"₹11,999","₹14,999"
105,"MOTOROLA g35 5G (Guava Red, 128 GB)","57,645 Ratings & 4,417 Reviews",4 GB RAM , 128 GB ROM ,6.72 inch,T760 Processor,5000 mAh Battery,N/A,N/A,"₹9,999","₹12,499"
106,"Nothing Phone (3a) (White, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
107,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
108,"Samsung Galaxy S24+ 5G (Cobalt Violet, 256 GB)","10,608 Ratings & 819 Reviews",12 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Quad HD+ Display50MP + 10MP + 12MP ,6.7 inch,Exynos 2400 Processor,4900 mAh Battery,N/A,N/A,"₹52,999","₹99,999"
109,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","17,775 Ratings & 1,258 Reviews",8 GB RAM , 128 GB ROM ,6.6 inch,Samsung Exynos 1380 Processor,5000 mAh Battery,N/A,N/A,"₹19,999","₹33,999"
110,"realme P3 5G (Nebula Pink, 128 GB)","15,283 Ratings & 1,191 Reviews",6 GB RAM , 128 GB ROM ,6.67 inch,6 Gen 4 Processor,6000 mAh Battery,N/A,N/A,"₹15,999","₹19,999"
111,"realme GT 6 (Razor Green, 256 GB)","3,294 Ratings & 358 Reviews",8 GB RAM , 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP ,6.78 inch,8s Gen 3 Mobile Platform Processor,5500 mAh Battery,N/A,N/A,"₹27,999","₹43,999"
112,"Motorola g45 5G (Brilliant Green, 128 GB)","45,749 Ratings & 2,862 Reviews",4 GB RAM , 128 GB ROM ,6.5 inch,Snapdragon 6s Gen 3 Processor,5000 mAh Battery,N/A,N/A,"₹10,999","₹12,999"
113,"Motorola G85 5G (Urban Grey, 128 GB)","2,06,681 Ratings & 10,737 Reviews",8 GB RAM , 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP ,6.67 inch,6s Gen 3 Processor,5000 mAh Battery,N/A,N/A,"₹16,999","₹20,999"
114,"POCO M7 Pro 5G (Olive Twilight, 128 GB)","14,618 Ratings & 1,338 Reviews",6 GB RAM , 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP ,6.67 inch,Dimensity 7025 Ultra Processor,5110 mAh Battery,N/A,N/A,"₹12,999","₹18,999"
115,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)","17,775 Ratings & 1,258 Reviews",8 GB RAM , 256 GB ROM ,6.6 inch,Samsung Exynos 1380 Processor,5000 mAh Battery,N/A,N/A,"₹21,999","₹36,999"
116,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)","32,585 Ratings & 1,933 Reviews",8 GB RAM , 256 GB ROM ,6.67 inch,Dimensity 7400 Processor,5500 mAh Battery,N/A,N/A,"₹22,999","₹25,999"
117,"POCO M7 Pro 5G (Lavender Frost, 256 GB)","6,222 Ratings & 649 Reviews",8 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP ,6.67 inch,Dimensity 7025 Ultra Processor,5110 mAh Battery,N/A,N/A,"₹14,999","₹20,999"
118,"vivo T4 5G (Phantom Grey, 256 GB)","30,977 Ratings & 1,615 Reviews",8 GB RAM , 256 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP ,6.77 inch,Snapdragon 7s Gen 3 5G Processor,7300 mAh Battery,N/A,N/A,"₹23,999","₹27,999"
119,"Samsung Galaxy A06 5G (Light Green, 64 GB)",401 Ratings & 49 Reviews,4 GB RAM , 64 GB ROM ,6.7 inch,MEDIATEK Processor,5000 mAh Battery,N/A,N/A,"₹8,913","₹13,999"
120,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
121,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
122,"realme P3 5G (Nebula Pink, 256 GB)","10,749 Ratings & 816 Reviews",8 GB RAM , 256 GB ROM ,6.67 inch,6 Gen 4 Processor,6000 mAh Battery,N/A,N/A,"₹18,499","₹22,999"
123,"Samsung M05 (Mint Green, 64 GB)","2,471 Ratings & 111 Reviews",4 GB RAM , 64 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,6.7 inch,N/A,5000 mAh Battery,50MP Rear Camera,N/A,"₹6,841","₹9,999"
124,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)","16,932 Ratings & 968 Reviews",12 GB RAM , 256 GB ROM ,6.67 inch,Dimensity 7400 Processor,5500 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
125,"REDMI A4 5G only on Jio SIM (Starry Black, 128 GB)","6,281 Ratings & 310 Reviews",4 GB RAM , 128 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,6.88 inch,N/A,5160 mAh Battery,50MP Rear Camera,N/A,"₹9,424","₹11,999"
126,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
127,"Nothing Phone (3a) Pro (Black, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
128,"Infinix Note 50x 5G+ (Titanium Grey, 128 GB)","2,402 Ratings & 241 Reviews",8 GB RAM , 128 GB ROM16.94 cm (6.67 inch) HD+ Display50MP + AI Lens ,6.67 inch,Dimensity 7300 Ultimate Processor,5500 mAh Battery,N/A,N/A,"₹12,999","₹16,999"
129,"Samsung Galaxy M35 5G (Moonlight Blue, 128 GB)","2,971 Ratings & 214 Reviews",8 GB RAM , 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 YEAR,6.6 inch,N/A,6000 mAh Battery,50MP Rear Camera,N/A,"₹15,750","₹25,999"
130,"Nothing Phone (3a) (White, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
131,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
132,"OnePlus 13R 5G (Nebula Noir, 512 GB)",829 Ratings & 63 Reviews,16 GB RAM , 512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6000 mAh Battery1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase,6.78 inch,N/A,6000 mAh Battery,50MP Rear Camera,N/A,"₹42,984","₹51,999"
133,"Samsung Galaxy M35 5G (Thunder Grey, 256 GB)","2,971 Ratings & 214 Reviews",8 GB RAM , 256 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 YEAR,6.6 inch,N/A,6000 mAh Battery,50MP Rear Camera,N/A,"₹18,713","₹27,499"
134,"MOTOROLA Edge 60 5G (PANTONE Gibraltar Sea, 256 GB)","1,167 Ratings & 111 Reviews",12 GB RAM , 256 GB ROM ,6.67 inch,Dimensity 7400 Processor,5500 mAh Battery,N/A,N/A,"₹25,999","₹31,999"
135,"Samsung Galaxy M35 5G (DayBreak Blue, 128 GB)","23,111 Ratings & 1,901 Reviews",6 GB RAM , 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 YEAR,6.6 inch,N/A,6000 mAh Battery,50MP Rear Camera,N/A,"₹16,499","₹24,499"
136,"realme GT 6 (Razor Green, 512 GB)","5,178 Ratings & 585 Reviews",16 GB RAM , 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP ,6.78 inch,8s Gen 3 Mobile Platform Processor,5500 mAh Battery,N/A,N/A,"₹32,999","₹51,999"
137,"Motorola G85 5G (Cobalt Blue, 256 GB)","77,311 Ratings & 4,364 Reviews",12 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP ,6.67 inch,6s Gen 3 Processor,5000 mAh Battery,N/A,N/A,"₹18,999","₹22,999"
138,"POCO X7 5G (Yellow, 128 GB)","9,797 Ratings & 953 Reviews",8 GB RAM , 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP ,6.67 inch,Dimensity 7300 Ultra Processor,5500 mAh Battery,N/A,N/A,"₹16,999","₹24,999"
139,"Motorola Edge 50 Fusion (Forest Green, 256 GB)","1,52,569 Ratings & 10,596 Reviews",12 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP ,6.7 inch,7s Gen 2 Processor,5000 mAh Battery,N/A,N/A,"₹20,999","₹27,999"
140,"vivo T4 5G (Phantom Grey, 128 GB)","30,977 Ratings & 1,615 Reviews",8 GB RAM , 128 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP ,6.77 inch,Snapdragon 7s Gen 3 5G Processor,7300 mAh Battery,N/A,N/A,"₹21,999","₹25,999"
141,"Motorola G85 5G (Cobalt Blue, 128 GB)","2,06,681 Ratings & 10,737 Reviews",8 GB RAM , 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP ,6.67 inch,6s Gen 3 Processor,5000 mAh Battery,N/A,N/A,"₹16,999","₹20,999"
142,"Infinix Note 50s 5G+ (Burgundy Red, 256 GB)","12,451 Ratings & 1,268 Reviews",8 GB RAM , 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP ,6.78 inch,Dimensity 7300 Ultimate Processor,5500 mAh Battery,N/A,N/A,"₹17,999","₹24,999"
143,"vivo T4x 5G (Marine Blue, 256 GB)","56,695 Ratings & 3,291 Reviews",8 GB RAM , 256 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP ,6.72 inch,Dimensity 7300 5G Processor,6500 mAh Battery,N/A,N/A,"₹16,999","₹20,999"
144,"Apple iPhone 14 (Starlight, 128 GB)","3,12,903 Ratings & 11,684 Reviews",128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP ," 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",6.1 inch,"A15 Bionic Chip, 6 Core Processor Processor",N/A,N/A,N/A,"₹52,990","₹59,900"
145,"REDMI A3X (Ocean Green, 64 GB)","5,209 Ratings & 236 Reviews",4 GB RAM , 64 GB ROM ,6.71 inch,N/A,5000 mAh Battery,8MP Rear Camera , 5MP Front Camera,"₹6,499","₹10,499"
146,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
147,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
148,"REDMI A3X (Ocean Green, 128 GB)","5,209 Ratings & 236 Reviews",4 GB RAM , 128 GB ROM ,6.71 inch,N/A,5000 mAh Battery,8MP Rear Camera , 5MP Front Camera,"₹6,999","₹10,999"
149,"REDMI A3X (Olive Green, 64 GB)","8,230 Ratings & 366 Reviews",3 GB RAM , 64 GB ROM ,6.71 inch,N/A,5000 mAh Battery,8MP Rear Camera , 5MP Front Camera,"₹5,999","₹9,999"
150,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
151,"Nothing Phone (3a) Pro (Black, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
152,"OnePlus Nord CE4 lite 5G (MEGA BLUE, 128 GB)","23,175 Ratings & 1,133 Reviews",8 GB RAM , 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5500 mAh Battery1 year,6.67 inch,N/A,5500 mAh Battery,50MP Rear Camera,N/A,"₹16,957","₹20,999"
153,"realme Narzo N61 (Voyage Blue, 128 GB)","1,663 Ratings & 66 Reviews",6 GB RAM , 128 GB ROM17.12 cm (6.74 inch) Display32MP Rear Camera5000 mAh Battery1 Year,6.74 inch,N/A,5000 mAh Battery,32MP Rear Camera,N/A,"₹9,145","₹9,999"
154,"OnePlus Nord CE4 lite 5G (ULTRA ORANGE, 256 GB)","23,175 Ratings & 1,133 Reviews",8 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5500 mAh Battery1 year,6.67 inch,N/A,5500 mAh Battery,50MP Rear Camera,N/A,"₹21,499","₹23,999"
155,"MOTOROLA Edge 60 Stylus (PANTONE Gibraltar Sea, 256 GB)","6,881 Ratings & 600 Reviews",8 GB RAM , 256 GB ROM ,6.67 inch,7s Gen 2 Mobile Processor Processor,5000 mAh Battery,N/A,N/A,"₹22,999","₹28,999"
156,"Nothing Phone (3a) (White, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
157,Ambrane 27000 mAh Power Bank,"2,086 Ratings & 116 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
158,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)","16,685 Ratings & 1,185 Reviews",8 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Display50MP + 2MP ,6.67 inch,Snapdragon 6 Gen 4 Processor,7000 mAh Battery,N/A,N/A,"₹19,999","₹24,999"
159,"Motorola G85 5G (Olive Green, 256 GB)","77,311 Ratings & 4,364 Reviews",12 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP ,6.67 inch,6s Gen 3 Processor,5000 mAh Battery,N/A,N/A,"₹18,999","₹22,999"
160,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
161,Zapcase Back Cover for Motorola G45 5G,"1,490 Ratings & 59 Reviews",Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover,N/A,N/A,N/A,N/A,N/A,N/A,₹281,₹899
162,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Prism Black, 128 GB)","16,685 Ratings & 1,185 Reviews",8 GB RAM , 128 GB ROM16.94 cm (6.67 inch) Display50MP + 2MP ,6.67 inch,Snapdragon 6 Gen 4 Processor,7000 mAh Battery,N/A,N/A,"₹17,999","₹22,999"
163,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Prism Black, 256 GB)","16,685 Ratings & 1,185 Reviews",8 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Display50MP + 2MP ,6.67 inch,Snapdragon 6 Gen 4 Processor,7000 mAh Battery,N/A,N/A,"₹19,999","₹24,999"
164,"IQOO Z10X 5G (Titanium, 128 GB)",668 Ratings & 32 Reviews,8 GB RAM , 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera6500 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories,6.7 inch,N/A,6500 mAh Battery,50MP Rear Camera,N/A,"₹15,200","₹18,999"
165,"IQOO Z9s 5G (Titanium Matte, 128 GB)","7,626 Ratings & 488 Reviews",8 GB RAM , 128 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5500 mAh Battery1 year manufacturer warranty for device & 6 months for In-box accessories from the date of purchase,6.77 inch,N/A,5500 mAh Battery,50MP Rear Camera,N/A,"₹18,945","₹25,999"
166,EVEREADY Carbon Zinc AA  Battery,"5,560 Ratings & 369 Reviews",Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,₹180
167,"Infinix Note 50x 5G+ (Enchanted Purple, 128 GB)","2,402 Ratings & 241 Reviews",8 GB RAM , 128 GB ROM16.94 cm (6.67 inch) HD+ Display50MP + AI Lens ,6.67 inch,Dimensity 7300 Ultimate Processor,5500 mAh Battery,N/A,N/A,"₹12,999","₹16,999"
168,"realme GT 6 (Fluid Silver, 512 GB)","5,178 Ratings & 585 Reviews",16 GB RAM , 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP ,6.78 inch,8s Gen 3 Mobile Platform Processor,5500 mAh Battery,N/A,N/A,"₹32,999","₹51,999"
169,"realme GT 6 (Fluid Silver, 256 GB)","2,772 Ratings & 280 Reviews",12 GB RAM , 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP ,6.78 inch,8s Gen 3 Mobile Platform Processor,5500 mAh Battery,N/A,N/A,"₹27,999","₹46,999"
170,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
171,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
172,"vivo Y19e (Titanium Silver, 64 GB)","1,184 Ratings & 45 Reviews",4 GB RAM , 64 GB ROM ,6.74 inch,T7225 Processor,5500 mAh Battery,N/A,N/A,"₹7,999","₹11,999"
173,"IQOO Z10X 5G (Ultramarine, 128 GB)",668 Ratings & 32 Reviews,8 GB RAM , 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera6500 mAh Battery1 Year on Handset and 6 Months on Accessories,6.7 inch,N/A,6500 mAh Battery,50MP Rear Camera,N/A,"₹15,021","₹18,999"
174,"Tecno POP 9 4G (Magic Skin Green, 64 GB)",23 Ratings & 1 Reviews,3 GB RAM , 64 GB ROM16.94 cm (6.67 inch) Display13MP Rear Camera5000 mAh BatteryDomestic Warranty Of 1 Year For Handset And 6 Month For Accessories,6.67 inch,N/A,5000 mAh Battery,13MP Rear Camera,N/A,"₹6,499","₹8,499"
175,"OPPO Reno14 5G (Pearl White, 256 GB)",14 Ratings & 3 Reviews,8 GB RAM , 256 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 50MP ,6.59 inch,Dimensity 8350 Processor,6000 mAh Battery,N/A,N/A,"₹37,999","₹42,999"
176,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
177,"Nothing Phone (3a) Pro (Black, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
178,"vivo T3 5G (Cosmic Blue, 256 GB)","1,29,056 Ratings & 7,999 Reviews",8 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP ,6.67 inch,Dimensity 7200 Processor,5000 mAh Battery,N/A,N/A,"₹18,999","₹24,999"
179,"Samsung Galaxy S24+ 5G (Onyx Black, 256 GB)","10,608 Ratings & 819 Reviews",12 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Quad HD+ Display50MP + 10MP + 12MP ,6.7 inch,Exynos 2400 Processor,4900 mAh Battery,N/A,N/A,"₹52,999","₹99,999"
180,"Nothing Phone (3a) (White, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
181,Ambrane 27000 mAh Power Bank,"2,086 Ratings & 116 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
182,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)","14,575 Ratings & 1,043 Reviews",4 GB RAM , 128 GB ROM ,6.7 inch,Dimensity 6300 Processor,5000 mAh Battery,N/A,N/A,"₹8,499","₹13,999"
183,"POCO X7 5G (Yellow, 128 GB)","9,797 Ratings & 953 Reviews",8 GB RAM , 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP ,6.67 inch,Dimensity 7300 Ultra Processor,5500 mAh Battery,N/A,N/A,"₹16,999","₹24,999"
184,"realme P3 5G (Space Silver, 256 GB)","10,749 Ratings & 816 Reviews",8 GB RAM , 256 GB ROM ,6.67 inch,6 Gen 4 Processor,6000 mAh Battery,N/A,N/A,"₹18,499","₹22,999"
185,"Motorola g45 5G (Brilliant Green, 128 GB)","45,749 Ratings & 2,862 Reviews",4 GB RAM , 128 GB ROM ,6.5 inch,Snapdragon 6s Gen 3 Processor,5000 mAh Battery,N/A,N/A,"₹10,999","₹12,999"
186,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
